,mean_track,seasonality_track,trend_track,noise_track,outlier_track,ts_clean,ts_noise,ts_outlier_noise,ts_outlier
20,0,-40.4508497187,0,-9.21420339169,0.0,-40.4508497187,-49.6650531104,-49.6650531104,-40.4508497187
21,0,-43.8153340022,0,-34.2391405123,0.0,-43.8153340022,-78.0544745145,-78.0544745145,-43.8153340022
22,0,-46.4888242944,0,-41.0997546113,0.0,-46.4888242944,-87.5885789057,-87.5885789057,-46.4888242944
23,0,-48.4291580564,0,53.559746741,0.0,-48.4291580564,5.13058868452,5.13058868452,-48.4291580564
24,0,-49.6057350657,0,18.2361155629,0.0,-49.6057350657,-31.3696195028,-31.3696195028,-49.6057350657
25,0,-50.0,0,-18.9498851222,0.0,-50.0,-68.9498851222,-68.9498851222,-50.0
26,0,-49.6057350657,0,-5.64209850709,0.0,-49.6057350657,-55.2478335728,-55.2478335728,-49.6057350657
27,0,-48.4291580564,0,95.3707904153,0.0,-48.4291580564,46.9416323588,46.9416323588,-48.4291580564
28,0,-46.4888242944,0,-61.3492000656,0.0,-46.4888242944,-107.83802436,-107.83802436,-46.4888242944
29,0,-43.8153340022,0,-63.9658506943,0.0,-43.8153340022,-107.781184697,-107.781184697,-43.8153340022
30,0,-40.4508497187,0,-3.01404149843,0.0,-40.4508497187,-43.4648912172,-43.4648912172,-40.4508497187
31,0,-36.4484313711,0,-10.3456567655,0.0,-36.4484313711,-46.7940881366,-46.7940881366,-36.4484313711
32,0,-31.8711994874,0,5.22879046364,0.0,-31.8711994874,-26.6424090238,-26.6424090238,-31.8711994874
33,0,-26.7913397489,0,74.2934555055,0.0,-26.7913397489,47.5021157565,47.5021157565,-26.7913397489
34,0,-21.2889645783,0,-6.66258174191,0.0,-21.2889645783,-27.9515463202,-27.9515463202,-21.2889645783
35,0,-15.4508497187,0,25.7419777491,0.0,-15.4508497187,10.2911280304,10.2911280304,-15.4508497187
36,0,-9.36906572929,0,65.3238451219,0.0,-9.36906572929,55.9547793926,55.9547793926,-9.36906572929
37,0,-3.13952597647,0,47.7873737382,311.911638981,-3.13952597647,44.6478477618,356.559486743,308.772113005
38,0,3.13952597647,0,16.094535606,0.0,3.13952597647,19.2340615824,19.2340615824,3.13952597647
39,0,9.36906572929,0,-57.3143679877,0.0,9.36906572929,-47.9453022584,-47.9453022584,9.36906572929
40,0,15.4508497187,0,92.1616769489,0.0,15.4508497187,107.612526668,107.612526668,15.4508497187
41,0,21.2889645783,0,-15.8795821794,0.0,21.2889645783,5.40938239881,5.40938239881,21.2889645783
42,0,26.7913397489,0,-66.7707414742,-197.646348332,26.7913397489,-39.9794017253,-237.625750058,-170.855008583
43,0,31.8711994874,0,-34.8319627596,0.0,31.8711994874,-2.96076327221,-2.96076327221,31.8711994874
44,0,36.4484313711,0,51.777410685,0.0,36.4484313711,88.2258420561,88.2258420561,36.4484313711
45,0,40.4508497187,0,-58.1503384212,0.0,40.4508497187,-17.6994887024,-17.6994887024,40.4508497187
46,0,43.8153340022,0,38.8779308176,0.0,43.8153340022,82.6932648198,82.6932648198,43.8153340022
47,0,46.4888242944,0,18.3941628785,0.0,46.4888242944,64.8829871729,64.8829871729,46.4888242944
48,0,48.4291580564,0,-2.97230403036,0.0,48.4291580564,45.4568540261,45.4568540261,48.4291580564
49,0,49.6057350657,0,39.3920449583,0.0,49.6057350657,88.997780024,88.997780024,49.6057350657
50,0,50.0,0,29.2509033635,0.0,50.0,79.2509033635,79.2509033635,50.0
51,0,49.6057350657,0,4.82545938157,-991.508013511,49.6057350657,54.4311944473,-937.076819064,-941.902278446
52,0,48.4291580564,0,-39.5223782964,0.0,48.4291580564,8.90677976004,8.90677976004,48.4291580564
53,0,46.4888242944,0,88.5758843989,0.0,46.4888242944,135.064708693,135.064708693,46.4888242944
54,0,43.8153340022,0,93.9276739572,0.0,43.8153340022,137.743007959,137.743007959,43.8153340022
55,0,40.4508497187,0,47.7517979154,0.0,40.4508497187,88.2026476342,88.2026476342,40.4508497187
56,0,36.4484313711,0,-17.309683459,86.8727816725,36.4484313711,19.138747912,106.011529585,123.321213044
57,0,31.8711994874,0,-9.60115242862,0.0,31.8711994874,22.2700470588,22.2700470588,31.8711994874
58,0,26.7913397489,0,9.54847400468,0.0,26.7913397489,36.3398137536,36.3398137536,26.7913397489
59,0,21.2889645783,0,69.6829395114,0.0,21.2889645783,90.9719040897,90.9719040897,21.2889645783
60,0,15.4508497187,0,17.2296423553,0.0,15.4508497187,32.6804920741,32.6804920741,15.4508497187
61,0,9.36906572929,0,-27.4011821938,0.0,9.36906572929,-18.0321164645,-18.0321164645,9.36906572929
62,0,3.13952597647,0,-1.68227008273,0.0,3.13952597647,1.45725589374,1.45725589374,3.13952597647
63,0,-3.13952597647,0,4.94344826623,0.0,-3.13952597647,1.80392228976,1.80392228976,-3.13952597647
64,0,-9.36906572929,0,70.2137353988,0.0,-9.36906572929,60.8446696695,60.8446696695,-9.36906572929
65,0,-15.4508497187,0,74.0586444998,0.0,-15.4508497187,58.607794781,58.607794781,-15.4508497187
66,0,-21.2889645783,0,-17.127835235,215.402210883,-21.2889645783,-38.4167998132,176.985411069,194.113246304
67,0,-26.7913397489,0,7.37605943014,-160.816629084,-26.7913397489,-19.4152803188,-180.231909403,-187.607968833
68,0,-31.8711994874,0,75.8157135482,0.0,-31.8711994874,43.9445140607,43.9445140607,-31.8711994874
69,0,-36.4484313711,0,66.5800596589,0.0,-36.4484313711,30.1316282878,30.1316282878,-36.4484313711
70,0,-40.4508497187,0,-4.49186659788,0.0,-40.4508497187,-44.9427163166,-44.9427163166,-40.4508497187
71,0,-43.8153340022,0,-88.2438840302,0.0,-43.8153340022,-132.059218032,-132.059218032,-43.8153340022
72,0,-46.4888242944,0,-66.3567372858,0.0,-46.4888242944,-112.84556158,-112.84556158,-46.4888242944
73,0,-48.4291580564,0,11.2000590714,0.0,-48.4291580564,-37.229098985,-37.229098985,-48.4291580564
74,0,-49.6057350657,0,-50.3842929607,0.0,-49.6057350657,-99.9900280264,-99.9900280264,-49.6057350657
75,0,-50.0,0,4.09547521051,0.0,-50.0,-45.9045247895,-45.9045247895,-50.0
76,0,-49.6057350657,0,9.90906206771,0.0,-49.6057350657,-39.696672998,-39.696672998,-49.6057350657
77,0,-48.4291580564,0,-85.7039417796,0.0,-48.4291580564,-134.133099836,-134.133099836,-48.4291580564
78,0,-46.4888242944,0,-22.9267685933,0.0,-46.4888242944,-69.4155928877,-69.4155928877,-46.4888242944
79,0,-43.8153340022,0,38.1635076732,0.0,-43.8153340022,-5.65182632901,-5.65182632901,-43.8153340022
80,0,-40.4508497187,0,81.5524883638,0.0,-40.4508497187,41.1016386451,41.1016386451,-40.4508497187
81,0,-36.4484313711,0,44.4950628814,-258.082802681,-36.4484313711,8.04663151033,-250.03617117,-294.531234052
82,0,-31.8711994874,0,-81.3021163705,0.0,-31.8711994874,-113.173315858,-113.173315858,-31.8711994874
83,0,-26.7913397489,0,7.9524857889,0.0,-26.7913397489,-18.8388539601,-18.8388539601,-26.7913397489
84,0,-21.2889645783,0,-42.6401340472,0.0,-21.2889645783,-63.9290986255,-63.9290986255,-21.2889645783
85,0,-15.4508497187,0,20.8198638107,0.0,-15.4508497187,5.36901409192,5.36901409192,-15.4508497187
86,0,-9.36906572929,0,-60.1024926136,0.0,-9.36906572929,-69.4715583429,-69.4715583429,-9.36906572929
87,0,-3.13952597647,0,34.8540629886,718.802315217,-3.13952597647,31.7145370122,750.516852229,715.662789241
88,0,3.13952597647,0,-47.2670461021,352.137726477,3.13952597647,-44.1275201256,308.010206351,355.277252453
89,0,9.36906572929,0,-98.6868493918,0.0,9.36906572929,-89.3177836625,-89.3177836625,9.36906572929
90,0,15.4508497187,0,115.724449446,0.0,15.4508497187,131.175299164,131.175299164,15.4508497187
91,0,21.2889645783,0,38.2110970174,54.4040651191,21.2889645783,59.5000615957,113.904126715,75.6930296973
92,0,26.7913397489,0,-26.4300322219,-1264.60444606,26.7913397489,0.361307527001,-1264.24313854,-1237.81310632
93,0,31.8711994874,0,29.8174846109,0.0,31.8711994874,61.6886840984,61.6886840984,31.8711994874
94,0,36.4484313711,0,16.054703456,0.0,36.4484313711,52.5031348271,52.5031348271,36.4484313711
95,0,40.4508497187,0,-4.61719502695,0.0,40.4508497187,35.8336546918,35.8336546918,40.4508497187
96,0,43.8153340022,0,85.5710915764,0.0,43.8153340022,129.386425579,129.386425579,43.8153340022
97,0,46.4888242944,0,12.6640619782,0.0,46.4888242944,59.1528862726,59.1528862726,46.4888242944
98,0,48.4291580564,0,-24.6762232484,0.0,48.4291580564,23.752934808,23.752934808,48.4291580564
99,0,49.6057350657,0,9.76146016342,0.0,49.6057350657,59.3671952291,59.3671952291,49.6057350657
100,0,50.0,0,31.0216121042,0.0,50.0,81.0216121042,81.0216121042,50.0
101,0,49.6057350657,0,31.9523735394,0.0,49.6057350657,81.5581086051,81.5581086051,49.6057350657
102,0,48.4291580564,0,-26.9128353798,0.0,48.4291580564,21.5163226767,21.5163226767,48.4291580564
103,0,46.4888242944,0,-75.5001287342,0.0,46.4888242944,-29.0113044398,-29.0113044398,46.4888242944
104,0,43.8153340022,0,-9.55358744744,0.0,43.8153340022,34.2617465548,34.2617465548,43.8153340022
105,0,40.4508497187,0,68.7946212677,0.0,40.4508497187,109.245470986,109.245470986,40.4508497187
106,0,36.4484313711,0,52.3122475324,0.0,36.4484313711,88.7606789034,88.7606789034,36.4484313711
107,0,31.8711994874,0,22.836199328,0.0,31.8711994874,54.7073988155,54.7073988155,31.8711994874
108,0,26.7913397489,0,75.2947982983,0.0,26.7913397489,102.086138047,102.086138047,26.7913397489
109,0,21.2889645783,0,-3.43386429364,0.0,21.2889645783,17.8551002846,17.8551002846,21.2889645783
110,0,15.4508497187,0,66.8235416849,0.0,15.4508497187,82.2743914036,82.2743914036,15.4508497187
111,0,9.36906572929,0,23.9633519634,0.0,9.36906572929,33.3324176927,33.3324176927,9.36906572929
112,0,3.13952597647,0,61.8504028314,0.0,3.13952597647,64.9899288078,64.9899288078,3.13952597647
113,0,-3.13952597647,0,-42.8069298358,0.0,-3.13952597647,-45.9464558123,-45.9464558123,-3.13952597647
114,0,-9.36906572929,0,14.6323683496,0.0,-9.36906572929,5.26330262028,5.26330262028,-9.36906572929
115,0,-15.4508497187,0,17.2767208275,0.0,-15.4508497187,1.82587110879,1.82587110879,-15.4508497187
116,0,-21.2889645783,0,37.3894290276,0.0,-21.2889645783,16.1004644493,16.1004644493,-21.2889645783
117,0,-26.7913397489,0,-1.53215516029,0.0,-26.7913397489,-28.3234949092,-28.3234949092,-26.7913397489
118,0,-31.8711994874,0,-37.928741634,-1629.36212728,-31.8711994874,-69.7999411215,-1699.1620684,-1661.23332677
119,0,-36.4484313711,0,-74.317635504,0.0,-36.4484313711,-110.766066875,-110.766066875,-36.4484313711
120,0,-40.4508497187,0,-11.3044059513,0.0,-40.4508497187,-51.75525567,-51.75525567,-40.4508497187
121,0,-43.8153340022,0,-57.4771294686,0.0,-43.8153340022,-101.292463471,-101.292463471,-43.8153340022
122,0,-46.4888242944,0,-32.1716983693,1178.16161332,-46.4888242944,-78.6605226637,1099.50109066,1131.67278903
123,0,-48.4291580564,0,1.88881085295,0.0,-48.4291580564,-46.5403472035,-46.5403472035,-48.4291580564
124,0,-49.6057350657,0,15.7577807977,0.0,-49.6057350657,-33.847954268,-33.847954268,-49.6057350657
125,0,-50.0,0,38.982027266,0.0,-50.0,-11.017972734,-11.017972734,-50.0
126,0,-49.6057350657,0,-31.6295172911,0.0,-49.6057350657,-81.2352523568,-81.2352523568,-49.6057350657
127,0,-48.4291580564,0,131.69955049,0.0,-48.4291580564,83.270392434,83.270392434,-48.4291580564
128,0,-46.4888242944,0,-21.5103228561,0.0,-46.4888242944,-67.9991471505,-67.9991471505,-46.4888242944
129,0,-43.8153340022,0,67.1840196305,0.0,-43.8153340022,23.3686856283,23.3686856283,-43.8153340022
130,0,-40.4508497187,0,-33.0395351346,0.0,-40.4508497187,-73.4903848533,-73.4903848533,-40.4508497187
131,0,-36.4484313711,0,-9.34648269217,0.0,-36.4484313711,-45.7949140632,-45.7949140632,-36.4484313711
132,0,-31.8711994874,0,66.9859251372,-329.235509789,-31.8711994874,35.1147256498,-294.120784139,-361.106709276
133,0,-26.7913397489,0,-21.6763766149,0.0,-26.7913397489,-48.4677163639,-48.4677163639,-26.7913397489
134,0,-21.2889645783,0,26.9701774978,0.0,-21.2889645783,5.68121291952,5.68121291952,-21.2889645783
135,0,-15.4508497187,0,67.370643809,0.0,-15.4508497187,51.9197940902,51.9197940902,-15.4508497187
136,0,-9.36906572929,0,-42.0960369024,0.0,-9.36906572929,-51.4651026317,-51.4651026317,-9.36906572929
137,0,-3.13952597647,0,-29.1158558254,0.0,-3.13952597647,-32.2553818019,-32.2553818019,-3.13952597647
138,0,3.13952597647,0,-46.83033851,0.0,3.13952597647,-43.6908125336,-43.6908125336,3.13952597647
139,0,9.36906572929,0,68.9532617099,0.0,9.36906572929,78.3223274392,78.3223274392,9.36906572929
140,0,15.4508497187,0,-76.364461325,0.0,15.4508497187,-60.9136116062,-60.9136116062,15.4508497187
141,0,21.2889645783,0,-36.0624461238,0.0,21.2889645783,-14.7734815455,-14.7734815455,21.2889645783
142,0,26.7913397489,0,-6.93941620898,0.0,26.7913397489,19.85192354,19.85192354,26.7913397489
143,0,31.8711994874,0,-2.39228195573,0.0,31.8711994874,29.4789175317,29.4789175317,31.8711994874
144,0,36.4484313711,0,-68.8454143599,0.0,36.4484313711,-32.3969829889,-32.3969829889,36.4484313711
145,0,40.4508497187,0,49.1477532936,-373.362518039,40.4508497187,89.5986030123,-283.763915027,-332.911668321
146,0,43.8153340022,0,21.9161355429,-945.225536738,43.8153340022,65.731469545,-879.494067193,-901.410202736
147,0,46.4888242944,0,-15.3124106068,0.0,46.4888242944,31.1764136876,31.1764136876,46.4888242944
148,0,48.4291580564,0,-73.8927522117,0.0,48.4291580564,-25.4635941553,-25.4635941553,48.4291580564
149,0,49.6057350657,0,17.2071991808,0.0,49.6057350657,66.8129342465,66.8129342465,49.6057350657
150,0,50.0,0,-102.684132558,0.0,50.0,-52.6841325583,-52.6841325583,50.0
151,0,49.6057350657,0,5.27813314641,0.0,49.6057350657,54.8838682121,54.8838682121,49.6057350657
152,0,48.4291580564,0,-43.2417970236,0.0,48.4291580564,5.18736103281,5.18736103281,48.4291580564
153,0,46.4888242944,0,11.8078612598,0.0,46.4888242944,58.2966855542,58.2966855542,46.4888242944
154,0,43.8153340022,0,-79.583538217,0.0,43.8153340022,-35.7682042148,-35.7682042148,43.8153340022
155,0,40.4508497187,0,15.1379600359,0.0,40.4508497187,55.5888097547,55.5888097547,40.4508497187
156,0,36.4484313711,0,12.4829895611,0.0,36.4484313711,48.9314209322,48.9314209322,36.4484313711
157,0,31.8711994874,0,-13.3326478247,0.0,31.8711994874,18.5385516628,18.5385516628,31.8711994874
158,0,26.7913397489,0,-6.30474000321,0.0,26.7913397489,20.4865997457,20.4865997457,26.7913397489
159,0,21.2889645783,0,54.4736290857,0.0,21.2889645783,75.7625936639,75.7625936639,21.2889645783
160,0,15.4508497187,0,16.3748739347,0.0,15.4508497187,31.8257236535,31.8257236535,15.4508497187
161,0,9.36906572929,0,-55.7202525764,0.0,9.36906572929,-46.3511868471,-46.3511868471,9.36906572929
162,0,3.13952597647,0,-0.031387525899,0.0,3.13952597647,3.10813845057,3.10813845057,3.13952597647
163,0,-3.13952597647,0,37.0117794068,0.0,-3.13952597647,33.8722534304,33.8722534304,-3.13952597647
164,0,-9.36906572929,0,124.981545895,0.0,-9.36906572929,115.612480166,115.612480166,-9.36906572929
165,0,-15.4508497187,0,-81.0613431873,0.0,-15.4508497187,-96.5121929061,-96.5121929061,-15.4508497187
166,0,-21.2889645783,0,-140.843976146,0.0,-21.2889645783,-162.132940724,-162.132940724,-21.2889645783
167,0,-26.7913397489,0,-27.4888733339,0.0,-26.7913397489,-54.2802130829,-54.2802130829,-26.7913397489
168,0,-31.8711994874,0,60.1825910161,0.0,-31.8711994874,28.3113915287,28.3113915287,-31.8711994874
169,0,-36.4484313711,0,-2.8305121291,0.0,-36.4484313711,-39.2789435002,-39.2789435002,-36.4484313711
170,0,-40.4508497187,0,48.0110883115,0.0,-40.4508497187,7.56023859272,7.56023859272,-40.4508497187
171,0,-43.8153340022,0,-30.7151245239,0.0,-43.8153340022,-74.5304585261,-74.5304585261,-43.8153340022
172,0,-46.4888242944,0,-3.13777826744,0.0,-46.4888242944,-49.6266025619,-49.6266025619,-46.4888242944
173,0,-48.4291580564,0,9.45214950048,-2946.18038425,-48.4291580564,-38.9770085559,-2985.15739281,-2994.60954231
174,0,-49.6057350657,0,115.226753988,-767.488702903,-49.6057350657,65.621018922,-701.867683981,-817.094437969
175,0,-50.0,0,-36.1178799377,0.0,-50.0,-86.1178799377,-86.1178799377,-50.0
176,0,-49.6057350657,0,-13.2565814619,0.0,-49.6057350657,-62.8623165277,-62.8623165277,-49.6057350657
177,0,-48.4291580564,0,38.9508822726,0.0,-48.4291580564,-9.47827578386,-9.47827578386,-48.4291580564
178,0,-46.4888242944,0,-50.3952872314,0.0,-46.4888242944,-96.8841115258,-96.8841115258,-46.4888242944
179,0,-43.8153340022,0,-1.20415889338,0.0,-43.8153340022,-45.0194928956,-45.0194928956,-43.8153340022
180,0,-40.4508497187,0,-12.0045654081,0.0,-40.4508497187,-52.4554151269,-52.4554151269,-40.4508497187
181,0,-36.4484313711,0,-60.4201428578,0.0,-36.4484313711,-96.8685742289,-96.8685742289,-36.4484313711
182,0,-31.8711994874,0,75.6589088627,0.0,-31.8711994874,43.7877093753,43.7877093753,-31.8711994874
183,0,-26.7913397489,0,59.312233912,0.0,-26.7913397489,32.520894163,32.520894163,-26.7913397489
184,0,-21.2889645783,0,17.4284405611,0.0,-21.2889645783,-3.86052401719,-3.86052401719,-21.2889645783
185,0,-15.4508497187,0,27.3685312138,0.0,-15.4508497187,11.9176814951,11.9176814951,-15.4508497187
186,0,-9.36906572929,0,39.678506038,0.0,-9.36906572929,30.3094403087,30.3094403087,-9.36906572929
187,0,-3.13952597647,0,-28.1800475622,0.0,-3.13952597647,-31.3195735387,-31.3195735387,-3.13952597647
188,0,3.13952597647,0,-38.8162204346,0.0,3.13952597647,-35.6766944581,-35.6766944581,3.13952597647
189,0,9.36906572929,0,13.8936314477,0.0,9.36906572929,23.262697177,23.262697177,9.36906572929
190,0,15.4508497187,0,-45.4050623874,0.0,15.4508497187,-29.9542126687,-29.9542126687,15.4508497187
191,0,21.2889645783,0,-33.5475054583,0.0,21.2889645783,-12.25854088,-12.25854088,21.2889645783
192,0,26.7913397489,0,79.656607024,0.0,26.7913397489,106.447946773,106.447946773,26.7913397489
193,0,31.8711994874,0,-98.5149479321,0.0,31.8711994874,-66.6437484446,-66.6437484446,31.8711994874
194,0,36.4484313711,0,-90.5076300821,0.0,36.4484313711,-54.059198711,-54.059198711,36.4484313711
195,0,40.4508497187,0,-11.0892305011,0.0,40.4508497187,29.3616192177,29.3616192177,40.4508497187
196,0,43.8153340022,0,45.1905998328,0.0,43.8153340022,89.005933835,89.005933835,43.8153340022
197,0,46.4888242944,0,-24.8562597927,0.0,46.4888242944,21.6325645017,21.6325645017,46.4888242944
198,0,48.4291580564,0,-13.6298700981,0.0,48.4291580564,34.7992879583,34.7992879583,48.4291580564
199,0,49.6057350657,0,23.640421015,0.0,49.6057350657,73.2461560808,73.2461560808,49.6057350657
200,0,50.0,0,42.6459037115,0.0,50.0,92.6459037115,92.6459037115,50.0
201,0,49.6057350657,0,49.3032435612,0.0,49.6057350657,98.9089786269,98.9089786269,49.6057350657
202,0,48.4291580564,0,-3.40095032655,0.0,48.4291580564,45.0282077299,45.0282077299,48.4291580564
203,0,46.4888242944,0,51.0285713654,0.0,46.4888242944,97.5173956598,97.5173956598,46.4888242944
204,0,43.8153340022,0,0.880178187689,0.0,43.8153340022,44.6955121899,44.6955121899,43.8153340022
205,0,40.4508497187,0,32.7959562631,0.0,40.4508497187,73.2468059818,73.2468059818,40.4508497187
206,0,36.4484313711,0,-10.7679788026,-114.582680532,36.4484313711,25.6804525685,-88.9022279634,-78.1342491608
207,0,31.8711994874,0,-79.6636308456,1118.21276437,31.8711994874,-47.7924313582,1070.42033301,1150.08396385
208,0,26.7913397489,0,78.0433353375,0.0,26.7913397489,104.834675086,104.834675086,26.7913397489
209,0,21.2889645783,0,13.7324894026,0.0,21.2889645783,35.0214539808,35.0214539808,21.2889645783
210,0,15.4508497187,0,-21.7038225913,0.0,15.4508497187,-6.25297287252,-6.25297287252,15.4508497187
211,0,9.36906572929,0,-8.08715285211,0.0,9.36906572929,1.28191287718,1.28191287718,9.36906572929
212,0,3.13952597647,0,1.91348507673,0.0,3.13952597647,5.05301105319,5.05301105319,3.13952597647
213,0,-3.13952597647,0,13.7585289514,0.0,-3.13952597647,10.619002975,10.619002975,-3.13952597647
214,0,-9.36906572929,0,0.896623842864,0.0,-9.36906572929,-8.47244188642,-8.47244188642,-9.36906572929
215,0,-15.4508497187,0,-11.6907974143,0.0,-15.4508497187,-27.1416471331,-27.1416471331,-15.4508497187
216,0,-21.2889645783,0,-45.9076109032,0.0,-21.2889645783,-67.1965754815,-67.1965754815,-21.2889645783
217,0,-26.7913397489,0,-30.7926683519,0.0,-26.7913397489,-57.5840081008,-57.5840081008,-26.7913397489
218,0,-31.8711994874,0,11.9899590913,0.0,-31.8711994874,-19.8812403962,-19.8812403962,-31.8711994874
219,0,-36.4484313711,0,-3.62163634553,0.0,-36.4484313711,-40.0700677166,-40.0700677166,-36.4484313711
220,0,-40.4508497187,0,-45.6695758202,0.0,-40.4508497187,-86.120425539,-86.120425539,-40.4508497187
221,0,-43.8153340022,0,37.8472090673,0.0,-43.8153340022,-5.96812493487,-5.96812493487,-43.8153340022
222,0,-46.4888242944,0,0.262302620974,0.0,-46.4888242944,-46.2265216734,-46.2265216734,-46.4888242944
223,0,-48.4291580564,0,-0.18562431628,0.0,-48.4291580564,-48.6147823727,-48.6147823727,-48.4291580564
224,0,-49.6057350657,0,17.6275490718,0.0,-49.6057350657,-31.9781859939,-31.9781859939,-49.6057350657
225,0,-50.0,0,-28.2098824388,0.0,-50.0,-78.2098824388,-78.2098824388,-50.0
226,0,-49.6057350657,0,32.4704973039,0.0,-49.6057350657,-17.1352377618,-17.1352377618,-49.6057350657
227,0,-48.4291580564,0,39.0579439494,0.0,-48.4291580564,-9.37121410702,-9.37121410702,-48.4291580564
228,0,-46.4888242944,0,-9.10386567661,0.0,-46.4888242944,-55.592689971,-55.592689971,-46.4888242944
229,0,-43.8153340022,0,4.68868748543,0.0,-43.8153340022,-39.1266465168,-39.1266465168,-43.8153340022
230,0,-40.4508497187,0,-68.4236448287,0.0,-40.4508497187,-108.874494547,-108.874494547,-40.4508497187
231,0,-36.4484313711,0,-27.0100358145,0.0,-36.4484313711,-63.4584671856,-63.4584671856,-36.4484313711
232,0,-31.8711994874,0,-44.8598249613,0.0,-31.8711994874,-76.7310244487,-76.7310244487,-31.8711994874
233,0,-26.7913397489,0,36.4527941438,0.0,-26.7913397489,9.66145439486,9.66145439486,-26.7913397489
234,0,-21.2889645783,0,-11.7417814619,0.0,-21.2889645783,-33.0307460402,-33.0307460402,-21.2889645783
235,0,-15.4508497187,0,24.1961199507,0.0,-15.4508497187,8.74527023195,8.74527023195,-15.4508497187
236,0,-9.36906572929,0,91.6449268485,0.0,-9.36906572929,82.2758611192,82.2758611192,-9.36906572929
237,0,-3.13952597647,0,43.9275486194,0.0,-3.13952597647,40.788022643,40.788022643,-3.13952597647
238,0,3.13952597647,0,-55.3948880314,0.0,3.13952597647,-52.255362055,-52.255362055,3.13952597647
239,0,9.36906572929,0,64.0310503748,0.0,9.36906572929,73.4001161041,73.4001161041,9.36906572929
240,0,15.4508497187,0,-34.6578283037,0.0,15.4508497187,-19.2069785849,-19.2069785849,15.4508497187
241,0,21.2889645783,0,-39.3844599251,0.0,21.2889645783,-18.0954953468,-18.0954953468,21.2889645783
242,0,26.7913397489,0,-32.9635885964,0.0,26.7913397489,-6.17224884745,-6.17224884745,26.7913397489
243,0,31.8711994874,0,-6.42932703522,0.0,31.8711994874,25.4418724522,25.4418724522,31.8711994874
244,0,36.4484313711,0,-18.3896748955,0.0,36.4484313711,18.0587564755,18.0587564755,36.4484313711
245,0,40.4508497187,0,-25.0118437653,0.0,40.4508497187,15.4390059534,15.4390059534,40.4508497187
246,0,43.8153340022,0,-71.7663815698,0.0,43.8153340022,-27.9510475677,-27.9510475677,43.8153340022
247,0,46.4888242944,0,56.1904154026,0.0,46.4888242944,102.679239697,102.679239697,46.4888242944
248,0,48.4291580564,0,12.9495717735,0.0,48.4291580564,61.3787298299,61.3787298299,48.4291580564
249,0,49.6057350657,0,-35.7078928738,0.0,49.6057350657,13.8978421919,13.8978421919,49.6057350657
250,0,50.0,0,-54.2712880745,0.0,50.0,-4.27128807453,-4.27128807453,50.0
251,0,49.6057350657,0,-27.8914187095,0.0,49.6057350657,21.7143163562,21.7143163562,49.6057350657
252,0,48.4291580564,0,-72.9318617737,677.865980387,48.4291580564,-24.5027037173,653.363276669,726.295138443
253,0,46.4888242944,0,83.749132583,0.0,46.4888242944,130.237956877,130.237956877,46.4888242944
254,0,43.8153340022,0,82.5204799945,0.0,43.8153340022,126.335813997,126.335813997,43.8153340022
